pair,type,metric,feature,is_bivariate_normal,recommendation,marginal_normality_x,marginal_normality_y,correlation
complexity_amplitude_vs_box_counting_fd,metric_vs_metric,complexity_amplitude,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",-0.12282373069809016
entropy_flux_vs_complexity_flux,metric_vs_metric,entropy_flux,complexity_flux,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}",-0.817107734431647
entropy_flux_vs_entropy_harmony,metric_vs_metric,entropy_flux,entropy_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}",0.19966742093511902
entropy_flux_vs_complexity_harmony,metric_vs_metric,entropy_flux,complexity_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}",-0.28939887904749084
entropy_flux_vs_entropy_spectral,metric_vs_metric,entropy_flux,entropy_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}",-0.30105736022381174
entropy_flux_vs_complexity_spectral,metric_vs_metric,entropy_flux,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",-0.07803261641509916
entropy_flux_vs_higuchi_fd,metric_vs_metric,entropy_flux,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",-0.01702718689909289
entropy_flux_vs_box_counting_fd,metric_vs_metric,entropy_flux,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",-0.025808817240468403
complexity_flux_vs_entropy_harmony,metric_vs_metric,complexity_flux,entropy_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}",-0.1999263966806763
complexity_flux_vs_complexity_harmony,metric_vs_metric,complexity_flux,complexity_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}",0.31560770891522405
complexity_flux_vs_entropy_spectral,metric_vs_metric,complexity_flux,entropy_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}",0.3820042020053798
complexity_flux_vs_complexity_spectral,metric_vs_metric,complexity_flux,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",0.07006241737190202
complexity_flux_vs_higuchi_fd,metric_vs_metric,complexity_flux,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",-0.007192601717354129
complexity_flux_vs_box_counting_fd,metric_vs_metric,complexity_flux,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",-0.019073897249347792
entropy_harmony_vs_complexity_harmony,metric_vs_metric,entropy_harmony,complexity_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}",-0.8781132254419367
entropy_harmony_vs_entropy_spectral,metric_vs_metric,entropy_harmony,entropy_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}",-0.24543691484304628
entropy_harmony_vs_complexity_spectral,metric_vs_metric,entropy_harmony,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",-0.04914984599693727
entropy_harmony_vs_higuchi_fd,metric_vs_metric,entropy_harmony,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",0.53497932828772
entropy_harmony_vs_box_counting_fd,metric_vs_metric,entropy_harmony,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",-0.09544339111058879
complexity_harmony_vs_entropy_spectral,metric_vs_metric,complexity_harmony,entropy_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}",0.1759457047288723
complexity_harmony_vs_complexity_spectral,metric_vs_metric,complexity_harmony,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",-0.006846186905805751
complexity_harmony_vs_higuchi_fd,metric_vs_metric,complexity_harmony,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",-0.5136090909734132
complexity_harmony_vs_box_counting_fd,metric_vs_metric,complexity_harmony,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",-0.0025990266202210862
entropy_spectral_vs_complexity_spectral,metric_vs_metric,entropy_spectral,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",0.3813980586953104
entropy_spectral_vs_higuchi_fd,metric_vs_metric,entropy_spectral,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",0.004107434809113766
entropy_spectral_vs_box_counting_fd,metric_vs_metric,entropy_spectral,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",0.2648854331994406
complexity_spectral_vs_higuchi_fd,metric_vs_metric,complexity_spectral,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",-0.028200021605457
complexity_spectral_vs_box_counting_fd,metric_vs_metric,complexity_spectral,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",0.05749828697290166
higuchi_fd_vs_box_counting_fd,metric_vs_metric,higuchi_fd,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",0.09669626958773543
